statement ID,time,document ID,document type,text,mp,party,concept,agreement,category
3836,2015-07-17,367,EoV,"eine europaweite Ordnung auf den Arbeitsmärkten anstelle des Lohndumpings, die Schaffung sozialer Mindestsicherungssysteme sowie eine wirksame Bekämpfung der Massenarbeitslosigkeit, insbesondere bei Jugendlichen",SPD,SPD,Labour policy_EU-level,1,Policy
3837,2015-07-17,367,EoV,"Wir fordern die Bundesregierung auf, in den nächsten Wochen und Monaten alles zu unternehmen, um gegenseitige Verletzungen aufzuarbeiten und die Spaltungstendenzen in Europa zu bekämpfen.",SPD,SPD,EU_Unity,0,Polity
3806,2015-07-17,367,EoV,die Grundlagen für eine Stabilisierung und Wachstum der griechischen Wirtschaft geschaffen werden,SPD,SPD,Greece_Stability,0,Polity
3838,2015-07-17,370,EoV,Statt das eindrucksvolle und demokratische Votum des griechischen Referendums von über 61 Prozent vom 5. Juli zu akzeptieren,Left,Left,Greece_Democracy,1,Polity
3839,2015-07-17,370,EoV,"Statt das eindrucksvolle und demokratische Votum des griechischen Referendums von über 61 Prozent vom 5. Juli zu akzeptieren, haben die europäischen Institutionen, angeführt von der deutschen Bundesregierung unter Merkel, Gabriel und Schäuble, unter Androhung des fortgesetzten Aussetzens der Liquidität der griechischen Banken die griechische Regierung unter Ministerpräsident Tsipras gnadenlos erpresst.

Stattdessen liegt nun ein „Verhandlungs“-Ergebnis auf dem Tisch, das weder als „Verhandlung“ oder „Einigung“, sondern als pure Nötigung und Erpressung zu bezeichnen ist.",Left,Left,Crisis management_Persistence_Government,0,Politics
3840,2015-07-17,370,EoV,"Ein Paket, das nochmals in verschärfter Form all das beinhaltet, was bereits in den letzten fünf Jahren die griechische Wirtschaft in die Rezession und die griechische Gesellschaft in Erwerbslosigkeit, massenhafte Verarmung und in eine humanitäre Krise gestürzt hat.",Left,Left,Aid_Growth,0,Policy
3841,2015-07-17,370,EoV,"Ein Paket, das nochmals in verschärfter Form all das beinhaltet, was bereits in den letzten fünf Jahren die griechische Wirtschaft in die Rezession und die griechische Gesellschaft in Erwerbslosigkeit, massenhafte Verarmung und in eine humanitäre Krise gestürzt hat.",Left,Left,Austerity_Impoverishment,1,Policy
5965,2015-07-17,370,EoV,"Ein Paket, das nochmals in verschärfter Form all das beinhaltet, was bereits in den letzten fünf Jahren die griechische Wirtschaft in die Rezession und die griechische Gesellschaft in Erwerbslosigkeit, massenhafte Verarmung und in eine humanitäre Krise gestürzt hat.",Left,Left,Aid_Unemployment,1,Policy
5964,2015-07-17,370,EoV,eine humanitäre Krise,Left,Left,Crisis_Humanitarian,1,Polity
3843,2015-07-17,370,EoV,"Ein Paket, zu dem die griechische Bevölkerung mit der Wahl von Syriza im Januar dieses Jahres und abermals im Referendum am 5. Juli Nein gesagt hat",Left,Left,Party politics_Syriza,1,Politics
3844,2015-07-17,370,EoV,eine Erhöhung der Mehrwertsteuer,Left,Left,Greece_Tax increase_VAT,0,Policy
3845,2015-07-17,370,EoV,weitere Rentenkürzungen,Left,Left,Greece_Pension cuts,0,Policy
3850,2015-07-17,370,EoV,eine massive Deregulierung des Arbeitsmarktes,Left,Left,Greece_Labour market deregulation,0,Polity
3846,2015-07-17,370,EoV,"weitere Privatisierungen, Ausverkauf des Staatseigentums durch die Schaffung eines unabhängigen Privatisierungsfonds, um Schuldendienst und Bankenrettung zu bedienen",Left,Left,Greece_Privatisation,0,Policy
5967,2015-07-17,370,EoV,um Schuldendienst und Bankenrettung zu bedienen,Left,Left,Fiscal policy_Bank bailouts,0,Policy
3847,2015-07-17,370,EoV,die Verweigerung eines Schuldenschnitts,Left,Left,Greece_Debt relief,1,Policy
3848,2015-07-17,370,EoV,"die Rückkehr der alten Troika – Institutionen – in die griechische Politik, die bei jedem Gesetzentwurf in relevanten Bereichen konsultiert werden müssen, ohne dass die Öffentlichkeit informiert oder das griechische Parlament befasst wird",Left,Left,Crisis management_Troika,0,Politics
5966,2015-07-17,370,EoV,"die Rückkehr der alten Troika – Institutionen – in die griechische Politik, die bei jedem Gesetzentwurf in relevanten Bereichen konsultiert werden müssen, ohne dass die Öffentlichkeit informiert oder das griechische Parlament befasst wird",Left,Left,Aid_National sovereignty,0,Policy
3849,2015-07-17,370,EoV,"kein Investitionsprogramm in Höhe von 35 Milliarden Euro, stattdessen einen unverbindlichen Hinweis auf bestehende EU-Investitionstöpfe",Left,Left,Fiscal policy_Investments_Greece,1,Policy
3853,2015-07-17,370,EoV,"Nicht nur, dass diese Maßnahmen die soziale und wirtschaftliche Krise in Griechenland weiter verschärfen",Left,Left,Aid_Social fairness,0,Policy
3855,2015-07-17,370,EoV,"Das rund 85 Milliarden Euro schwere Griechenland-3-Kreditpaket wird im Wesentlichen nur dazu dienen, alte Schulden mit neuen Schulden zu bezahlen. „Gerettet“ wird wieder einmal nicht die Bevölkerung, sondern vor allem Banken.
",Left,Left,Aid_Private creditors,0,Policy
3857,2015-07-17,370,EoV,"Schuldenschnitt, wie ihn Deutschland nach dem Zweiten Weltkrieg erhalten hat",Left,Left,Legacy_Post WW2_Haircut,1,Politics
3859,2015-07-17,370,EoV,Statt einer weiteren Verschleuderung öffentlichen Vermögens durch Privatisierungen braucht es eine Umverteilung des Reichtums und eine Vermögensabgabe zulasten der Oligarchen.,Left,Left,Fiscal policy_Redistribution,1,Policy
3860,2015-07-17,370,EoV,Statt einer weiteren Verschleuderung öffentlichen Vermögens durch Privatisierungen braucht es eine Umverteilung des Reichtums und eine Vermögensabgabe zulasten der Oligarchen.,Left,Left,Greece_Tax increase_Wealth,1,Policy
3864,2015-07-17,370,EoV,"Die harten und erpresserischen Verhandlungen der letzten Wochen haben eines deutlich werden lassen: Ein Europa der „gemeinsamen Werte“, der Solidarität und der Demokratie, das sich die Menschen wünschen, gibt es nicht. Die „Werte“ des gegenwärtigen EU-Europa heißen Aushöhlung der Demokratie, Neoliberalismus und Wettbewerbsfähigkeit unter deutscher Vorherrschaft.

Wir nehmen zur Kenntnis, dass in Griechenland innerhalb von Syriza, in den Gewerkschaften und sozialen Bewegungen darüber diskutiert wird, dass es einen Bruch mit dem Prinzip der von der EU exekutierten Politik der Alternativlosigkeit geben muss.

Mit unserem Nein zur Erpressung durch die EU-Institutionen sagen wir Nein zu einem Europa der Mächtigen und der Eliten und stehen an der Seite des Widerstands gegen das Kürzungsdiktat in Griechenland.",Left,Left,Crisis management_Persistence,0,Politics
6102,2015-07-17,370,EoV,"Die harten und erpresserischen Verhandlungen der letzten Wochen haben eines deutlich werden lassen: Ein Europa der „gemeinsamen Werte“, der Solidarität und der Demokratie, das sich die Menschen wünschen, gibt es nicht. Die „Werte“ des gegenwärtigen EU-Europa heißen Aushöhlung der Demokratie, Neoliberalismus und Wettbewerbsfähigkeit unter deutscher Vorherrschaft.

Wir nehmen zur Kenntnis, dass in Griechenland innerhalb von Syriza, in den Gewerkschaften und sozialen Bewegungen darüber diskutiert wird, dass es einen Bruch mit dem Prinzip der von der EU exekutierten Politik der Alternativlosigkeit geben muss.

Mit unserem Nein zur Erpressung durch die EU-Institutionen sagen wir Nein zu einem Europa der Mächtigen und der Eliten und stehen an der Seite des Widerstands gegen das Kürzungsdiktat in Griechenland.",Left,Left,Crisis management_EU,0,Politics
3861,2015-07-17,370,EoV,"Ein Europa der „gemeinsamen Werte“, der Solidarität und der Demokratie, das sich die Menschen wünschen, gibt es nicht. Die „Werte“ des gegenwärtigen EU-Europa heißen Aushöhlung der Demokratie, Neoliberalismus und Wettbewerbsfähigkeit unter deutscher Vorherrschaft.",Left,Left,EU_Values,0,Polity
3862,2015-07-17,370,EoV,"Ein Europa der „gemeinsamen Werte“, der Solidarität und der Demokratie, das sich die Menschen wünschen, gibt es nicht. Die „Werte“ des gegenwärtigen EU-Europa heißen Aushöhlung der Demokratie, Neoliberalismus und Wettbewerbsfähigkeit unter deutscher Vorherrschaft.",Left,Left,EU_Democracy,0,Polity
3863,2015-07-17,370,EoV,"Ein Europa der „gemeinsamen Werte“, der Solidarität und der Demokratie, das sich die Menschen wünschen, gibt es nicht. Die „Werte“ des gegenwärtigen EU-Europa heißen Aushöhlung der Demokratie, Neoliberalismus und Wettbewerbsfähigkeit unter deutscher Vorherrschaft.",Left,Left,Neoliberalism,0,Polity
5969,2015-07-17,370,EoV,"Die „Werte“ des gegenwärtigen EU-Europa heißen Aushöhlung der Demokratie, Neoliberalismus und Wettbewerbsfähigkeit unter deutscher Vorherrschaft.",Left,Left,Crisis management_German role/image,0,Politics
3865,2015-07-17,370,EoV,"Wir nehmen zur Kenntnis, dass in Griechenland innerhalb von Syriza, in den Gewerkschaften und sozialen Bewegungen darüber diskutiert wird, dass es einen Bruch mit dem Prinzip der von der EU exekutierten Politik der Alternativlosigkeit geben muss.",Left,Left,Alternatives,1,Politics
3866,2015-07-17,370,EoV,Mit unserem Nein zur Erpressung durch die EU-Institutionen sagen wir Nein zu einem Europa der Mächtigen und der Eliten und stehen an der Seite des Widerstands gegen das Kürzungsdiktat in Griechenland.,Left,Left,Austerity_Greece,0,Policy
3867,2015-07-17,373,EoV,"Unserer festen Überzeugung nach wären das Ausscheiden Griechenlands aus dem Euro und die Einführung einer eigenen Währung die einzige Chance, dass Griechenland aus eigener Kraft ökonomisch auf die Beine kommt. Das sieht offenkundig auch der Bundesfinanzminister so, der zu Recht für seine Verhandlungsleistung gelobt wird. Der sogenannte Grexit muss auf der Tagesordnung bleiben",CSU,CSU,Alternatives_Grexit,1,Politics
3868,2015-07-17,373,EoV,"Das sieht offenkundig auch der Bundesfinanzminister so, der zu Recht für seine Verhandlungsleistung gelobt wird.",CSU,CSU,Crisis management_Finance minister,1,Politics
3869,2015-07-17,373,EoV,"um irgendwann den historischen Fehler der rot-grünen Bundesregierung zu korrigieren, die Griechenland seinerzeit wider besseres Wissen die Aufnahme in den Euro-Raum ermöglicht hat",CSU,CSU,Responsibility_Greek EMU entry_Red-green,1,Politics
3870,2015-07-17,373,EoV,"Jetzt droht uns die Transferunion, die unseres Erachtens politisch von linken Regierungen in Europa tatsächlich intendiert wird.",CSU,CSU,Party politics_Left,0,Politics
3871,2015-07-17,373,EoV,"Jetzt droht uns die Transferunion, die unseres Erachtens politisch von linken Regierungen in Europa tatsächlich intendiert wird. Wer das verhindern will, muss, so paradox das klingen mag, jetzt zustimmen, um nicht die letzte Bastion gegen die Transferunion zu schleifen: die deutsche Bundesregierung unter Angela Merkel. Können Angela Merkel und Wolfgang Schäuble den Marsch in die Transferunion nicht stoppen, wird der Euro Europa am Ende nicht einen, sondern trennen.",CSU,CSU,EU_Transfer union,0,Polity
3874,2015-07-17,375,EoV,Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft.,"Friedrich, Hans-Peter",CSU,EMU_Self-responsibility,1,Polity
3875,2015-07-17,375,EoV,Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft.,"Friedrich, Hans-Peter",CSU,EU_Stability union,1,Polity
3872,2015-07-17,375,EoV,"Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft. Der Euro als unsere gemeinsame Währung beruht auf klaren Werten und Regeln. Diese sind von allen Mitgliedern einzuhalten. Denn wenn Regelverstöße und Regelumgehungen hingenommen werden, droht das Fundament dieser Gemeinschaft verloren zu gehen.","Friedrich, Hans-Peter",CSU,EU_Community,1,Polity
3873,2015-07-17,375,EoV,"Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft. Der Euro als unsere gemeinsame Währung beruht auf klaren Werten und Regeln. Diese sind von allen Mitgliedern einzuhalten. Denn wenn Regelverstöße und Regelumgehungen hingenommen werden, droht das Fundament dieser Gemeinschaft verloren zu gehen.","Friedrich, Hans-Peter",CSU,EU_Rules,1,Polity
3884,2015-07-17,375,EoV,Der Euro als unsere gemeinsame Währung beruht auf klaren Werten und Regeln.,"Friedrich, Hans-Peter",CSU,EU_Values,1,Polity
3876,2015-07-17,375,EoV,"Ein Ausscheiden Griechenlands aus der Euro-Zone und die Rückkehr zu einer eigenen Währung würden eine Schuldenrestrukturierung ermöglichen und einen Neuanfang für das Land bedeuten. Dass sich die Hellenische Republik dazu nicht entschließen kann und dabei von Frankreich, Italien und der EU-Kommission unterstützt wird, ist bedauerlich.","Friedrich, Hans-Peter",CSU,Alternatives_Grexit_Voluntary,1,Politics
3878,2015-07-17,375,EoV,"Um eine Spaltung der Euro-Zone zu vermeiden, haben die Euro-Länder einen weitreichenden Reformkurs verabredet. Diese Reformen müssen jetzt nicht nur konkret ausgehandelt werden","Friedrich, Hans-Peter",CSU,EMU_Reforms,1,Policy
3877,2015-07-17,375,EoV,"Ein drittes Hilfsprogramm ist nur sinnvoll, wenn die Rückschläge der vergangenen Monate vermieden werden und die griechische Regierung eine völlig neue Entschlossenheit zeigt, künftige Programmauflagen auch wirklich umzusetzen. Dies war bisher nicht der Fall. Die Regierung hat gleich nach ihrem Amtsantritt vereinbarte Reformen rückabgewickelt, ohne sie durch neue Reformen zu ersetzen.","Friedrich, Hans-Peter",CSU,Greece_Political will,0,Politics
5970,2015-07-17,375,EoV,"Ein drittes Hilfsprogramm ist nur sinnvoll, wenn die Rückschläge der vergangenen Monate vermieden werden und die griechische Regierung eine völlig neue Entschlossenheit zeigt, künftige Programmauflagen auch wirklich umzusetzen. Dies war bisher nicht der Fall. Die Regierung hat gleich nach ihrem Amtsantritt vereinbarte Reformen rückabgewickelt, ohne sie durch neue Reformen zu ersetzen.","Friedrich, Hans-Peter",CSU,Crisis management_Greek government,0,Politics
3879,2015-07-17,375,EoV,gegebenenfalls eine Schuldenrestrukturierung Griechenlands außerhalb der Euro-Zone stattfinden kann,"Friedrich, Hans-Peter",CSU,Alternatives_Grexit,1,Politics
3880,2015-07-17,376,EoV,Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft.,"Bergner, Christoph",CDU,EMU_Self-responsibility,1,Polity
3881,2015-07-17,376,EoV,Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft.,"Bergner, Christoph",CDU,EU_Stability union,1,Polity
3882,2015-07-17,376,EoV,"Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft. Der Euro als unsere gemeinsame Währung beruht auf klaren Werten und Regeln. Diese sind von allen Mitgliedern einzuhalten. Denn wenn Regelverstöße und Regelumgehungen hingenommen werden, droht das Fundament dieser Gemeinschaft verloren zu gehen.","Bergner, Christoph",CDU,EU_Community,1,Polity
3883,2015-07-17,376,EoV,"Die Euro-Zone bildet eine Stabilitäts- und Verantwortungsgemeinschaft. Der Euro als unsere gemeinsame Währung beruht auf klaren Werten und Regeln. Diese sind von allen Mitgliedern einzuhalten. Denn wenn Regelverstöße und Regelumgehungen hingenommen werden, droht das Fundament dieser Gemeinschaft verloren zu gehen.","Bergner, Christoph",CDU,EU_Rules,1,Polity
3885,2015-07-17,376,EoV,Der Euro als unsere gemeinsame Währung beruht auf klaren Werten und Regeln.,"Bergner, Christoph",CDU,EU_Values,1,Polity
3886,2015-07-17,376,EoV,"Ein Ausscheiden Griechenlands aus der Euro-Zone und die Rückkehr zu einer eigenen Währung würden eine Schuldenrestrukturierung ermöglichen und einen Neuanfang für das Land bedeuten. Dass sich die Hellenische Republik dazu nicht entschließen kann und dabei von Frankreich, Italien und der EU-Kommission unterstützt wird, ist bedauerlich.","Bergner, Christoph",CDU,Alternatives_Grexit_Voluntary,1,Politics
3887,2015-07-17,376,EoV,"Um eine Spaltung der Euro-Zone zu vermeiden, haben die Euro-Länder einen weitreichenden Reformkurs verabredet. Diese Reformen müssen jetzt nicht nur konkret ausgehandelt werden","Bergner, Christoph",CDU,EMU_Reforms,1,Policy
3888,2015-07-17,376,EoV,"Ein drittes Hilfsprogramm ist nur sinnvoll, wenn die Rückschläge der vergangenen Monate vermieden werden und die griechische Regierung eine völlig neue Entschlossenheit zeigt, künftige Programmauflagen auch wirklich umzusetzen. Dies war bisher nicht der Fall. Die Regierung hat gleich nach ihrem Amtsantritt vereinbarte Reformen rückabgewickelt, ohne sie durch neue Reformen zu ersetzen.","Bergner, Christoph",CDU,Greece_Political will,0,Politics
5971,2015-07-17,376,EoV,"Ein drittes Hilfsprogramm ist nur sinnvoll, wenn die Rückschläge der vergangenen Monate vermieden werden und die griechische Regierung eine völlig neue Entschlossenheit zeigt, künftige Programmauflagen auch wirklich umzusetzen. Dies war bisher nicht der Fall. Die Regierung hat gleich nach ihrem Amtsantritt vereinbarte Reformen rückabgewickelt, ohne sie durch neue Reformen zu ersetzen.","Bergner, Christoph",CDU,Crisis management_Greek government,0,Politics
3889,2015-07-17,376,EoV,gegebenenfalls eine Schuldenrestrukturierung Griechenlands außerhalb der Euro-Zone stattfinden kann,"Bergner, Christoph",CDU,Alternatives_Grexit,1,Politics
3891,2015-07-17,377,Speech,"Am 25. Januar dieses Jahres wählte das griechische Volk eine neue Regierung unter Führung der mit Abstand stärksten Partei Syriza mit Ministerpräsident Alexis Tsipras an der Spitze. Er hatte die Wahl im Wesentlichen mit zwei Wahlversprechen gewonnen: erstens mit dem Versprechen, den bisherigen europäischen Ansatz von Solidarität und Eigenverantwortung zur Überwindung der europäischen Staatsschuldenkrise zu beenden, zweitens mit dem Versprechen, dass sein Land Mitglied der Euro-Zone bleiben solle und werde.

Es war offensichtlich, dass diese beiden Wahlversprechen in einem gewissen Widerspruch zueinander standen.","Merkel, Angela",CDU,Electioneering_Greece,0,Politics
3892,2015-07-17,377,Speech,den bisherigen europäischen Ansatz von Solidarität und Eigenverantwortung zur Überwindung der europäischen Staatsschuldenkrise,"Merkel, Angela",CDU,Solidarity_Responsibility,0,Polity
3893,2015-07-17,377,Speech,"Mögen die politischen Unterschiede auch noch so groß sein, wir setzen uns dafür ein, dass Griechenland Mitglied der Euro-Zone bleiben kann","Merkel, Angela",CDU,Alternatives_Grexit,0,Politics
3894,2015-07-17,377,Speech,"denn der Euro ist weit mehr als eine Währung, er steht wie keine zweite europäische Entscheidung für die Idee der europäischen Einigung","Merkel, Angela",CDU,EU_Common currency,1,Polity
5972,2015-07-17,377,Speech,"denn der Euro ist weit mehr als eine Währung, er steht wie keine zweite europäische Entscheidung für die Idee der europäischen Einigung","Merkel, Angela",CDU,EU_European project/idea,1,Polity
3895,2015-07-17,377,Speech,"Dafür, dass Europa eine Schicksalsgemeinschaft ist und sich als Rechts- und Verantwortungsgemeinschaft über Parteigrenzen hinweg auszeichnet, dafür steht gerade auch der Euro.","Merkel, Angela",CDU,EU_Community_Fate,1,Polity
3896,2015-07-17,377,Speech,"Dafür, dass Europa eine Schicksalsgemeinschaft ist und sich als Rechts- und Verantwortungsgemeinschaft über Parteigrenzen hinweg auszeichnet, dafür steht gerade auch der Euro.

Damit das aber gelingt, brauchen wir zweierlei. Zum einen gilt: Pacta sunt servanda. Das heißt, wenn europäische Verträge ihre Gültigkeit verlieren sollen, geschieht das durch einstimmig vorgenommene Vertragsänderungen und Ratifizierungsverfahren. Es geschieht nicht, indem Einzelne aufgrund nationaler Wahlen diese Verträge einfach für null und nichtig erklären können, denn wir sind eine Rechtsgemeinschaft.","Merkel, Angela",CDU,EU_Rules,1,Polity
3897,2015-07-17,377,Speech,"Dafür, dass Europa eine Schicksalsgemeinschaft ist und sich als Rechts- und Verantwortungsgemeinschaft über Parteigrenzen hinweg auszeichnet, dafür steht gerade auch der Euro.

Damit das aber gelingt, brauchen wir zweierlei. Zum einen gilt: Pacta sunt servanda. Das heißt, wenn europäische Verträge ihre Gültigkeit verlieren sollen, geschieht das durch einstimmig vorgenommene Vertragsänderungen und Ratifizierungsverfahren. Es geschieht nicht, indem Einzelne aufgrund nationaler Wahlen diese Verträge einfach für null und nichtig erklären können, denn wir sind eine Rechtsgemeinschaft.

Zum anderen braucht Europa die Fähigkeit zum Kompromiss genauso wie der Mensch die Luft zum Atmen, denn wir sind eine Verantwortungsgemeinschaft.","Merkel, Angela",CDU,EMU_Self-responsibility,1,Polity
3905,2015-07-17,377,Speech,"Dafür, dass Europa eine Schicksalsgemeinschaft ist und sich als Rechts- und Verantwortungsgemeinschaft über Parteigrenzen hinweg auszeichnet, dafür steht gerade auch der Euro.

Damit das aber gelingt, brauchen wir zweierlei. Zum einen gilt: Pacta sunt servanda. Das heißt, wenn europäische Verträge ihre Gültigkeit verlieren sollen, geschieht das durch einstimmig vorgenommene Vertragsänderungen und Ratifizierungsverfahren. Es geschieht nicht, indem Einzelne aufgrund nationaler Wahlen diese Verträge einfach für null und nichtig erklären können, denn wir sind eine Rechtsgemeinschaft.

Zum anderen braucht Europa die Fähigkeit zum Kompromiss genauso wie der Mensch die Luft zum Atmen, denn wir sind eine Verantwortungsgemeinschaft.","Merkel, Angela",CDU,EU_Community_Responsibility,1,Polity
3898,2015-07-17,377,Speech,Zum anderen braucht Europa die Fähigkeit zum Kompromiss genauso wie der Mensch die Luft zum Atmen,"Merkel, Angela",CDU,EU_Compromise,1,Polity
3899,2015-07-17,377,Speech,Enormen Eigenanstrengungen Griechenlands steht eine enorme europäische Solidarität gegenüber.,"Merkel, Angela",CDU,Solidarity_Responsibility,1,Polity
3900,2015-07-17,377,Speech,"Stattdessen haben wir erlebt, dass Griechenland die Verhandlungen hierüber einseitig beendet hat, dass es seinen Verpflichtungen nicht nachgekommen ist, die Zahlungen an den IWF fristgerecht zu leisten, dass das zweite Hilfsprogramm am 30. Juni ausgelaufen ist, dass damit allen Vorschlägen, die sich auf den erfolgreichen Abschluss dieses Programms bezogen, die Grundlage entzogen war, dass Griechenland für den 5. Juli ein Referendum über diese nicht mehr vorhandenen Vorschläge angesetzt hatte und die griechische Regierung dafür warb, dabei mit Nein zu stimmen, und dass das griechische Volk dieser Empfehlung seiner Regierung mehr als deutlich mit 61 Prozent folgte.

Meine Damen und Herren, es ist offenkundig: Das Ergebnis war ein Scherbenhaufen. Mit ihm war zwischen Griechenland und den anderen Mitgliedern in der Euro-Gruppe die wichtigste Währung des Miteinanders, auch des Miteinanders von Staaten, verloren gegangen: Verlässlichkeit und in der Konsequenz Vertrauen.","Merkel, Angela",CDU,Crisis management_Greek government,0,Politics
3902,2015-07-17,377,Speech,wenn wir ihn verlassen hätten und an seine Stelle die Schulden- und Transferunion setzen würden,"Merkel, Angela",CDU,EU_Transfer union,0,Polity
3903,2015-07-17,377,Speech,"die europäischen Verträge einen Schuldenschnitt, einen Haircut, verbieten","Merkel, Angela",CDU,EU_No bailout clause,1,Policy
3906,2015-07-17,377,Speech,"Es ist im Übrigen von der gesamten Bundesregierung genau so gesehen worden: Das ist mit uns nicht zu machen, meine Damen und Herren.","Merkel, Angela",CDU,Unity_Government,1,Politics
3907,2015-07-17,377,Speech,"Dieser Weg ist im Übrigen klar zu unterscheiden von dem Weg einer sogenannten Auszeit, die man überhaupt nicht gegen Griechenland entscheiden kann, sondern nur mit Griechenland und im Übrigen allen 18 anderen Mitgliedern. Beides war nicht der Fall: Weder waren alle 18 anderen dazu bereit, noch war Griechenland dazu bereit. Deshalb war dieser Weg nicht gangbar.","Merkel, Angela",CDU,Alternatives_Grexit_Voluntary,0,Politics
3908,2015-07-17,377,Speech,"Dieser Weg ist im Übrigen klar zu unterscheiden von dem Weg einer sogenannten Auszeit, die man überhaupt nicht gegen Griechenland entscheiden kann, sondern nur mit Griechenland und im Übrigen allen 18 anderen Mitgliedern. Beides war nicht der Fall: Weder waren alle 18 anderen dazu bereit, noch war Griechenland dazu bereit. Deshalb war dieser Weg nicht gangbar.","Merkel, Angela",CDU,EU_Unanimity,1,Politics
5973,2015-07-17,377,Speech,Wir unternehmen einen letzten Versuch,"Merkel, Angela",CDU,Aid_Last effort,1,Policy
5974,2015-07-17,377,Speech,Konnte Griechenland nach übereinstimmender Prognose aller noch im vergangenen Herbst deutliches Wachstum für dieses Jahr erwarten,"Merkel, Angela",CDU,Aid_Growth,1,Policy
3912,2015-07-17,377,Speech,"Konnte Griechenland nach übereinstimmender Prognose aller noch im vergangenen Herbst deutliches Wachstum für dieses Jahr erwarten, so ist es jetzt das Gegenteil, was wir lesen und was wohl auch eintreten wird. Hatte sich nicht nur in Spanien, Portugal und Irland durch harte Reformprogramme die Lage entscheidend verbessert, sondern in ersten hoffnungsvollen Ansätzen auch in Griechenland – im Übrigen ein Beleg gegen die immer wiederkehrende Behauptung, es sei sowieso sinnlos gewesen, auch in Griechenland auf den Erfolg unserer Hilfsprogramme zu setzen –, so liegt dort jetzt leider wirklich vieles sehr danieder.
","Merkel, Angela",CDU,Aid_Success,1,Policy
3913,2015-07-17,377,Speech,"Das Ergebnis von Montag früh ist aber auch hart für die anderen 18 Mitglieder der Euro-Zone. 86 Milliarden Euro – das ist die Summe, die derzeit im Raum steht, zusätzlich zu den schon gegebenen Krediten –, das ist eine nie gekannte europäische Solidarität, davon bin ich zutiefst überzeugt.","Merkel, Angela",CDU,Aid_Solidarity,1,Policy
3914,2015-07-17,377,Speech,"Ihr stehen aber auch nie gekannte Rahmenbedingungen, nie gekannte Eigenleistungen, die an ein Programmland gestellt werden, gegenüber","Merkel, Angela",CDU,Aid_Conditionality,1,Policy
3915,2015-07-17,377,Speech,"strukturelle Reformen in sehr vielen Bereichen – bei der Rente, im Steuersystem, bei den Produktmärkten, bei der Verwaltung","Merkel, Angela",CDU,Greece_Reforms_Structural,1,Policy
3916,2015-07-17,377,Speech,"strukturelle Reformen in sehr vielen Bereichen – bei der Rente, im Steuersystem, bei den Produktmärkten, bei der Verwaltung","Merkel, Angela",CDU,Greece_Reforms_Administration,1,Policy
3917,2015-07-17,377,Speech,"strukturelle Reformen in sehr vielen Bereichen – bei der Rente, im Steuersystem, bei den Produktmärkten, bei der Verwaltung","Merkel, Angela",CDU,Greece_Reforms_Tax system,1,Policy
3918,2015-07-17,377,Speech,"strukturelle Reformen in sehr vielen Bereichen – bei der Rente, im Steuersystem, bei den Produktmärkten, bei der Verwaltung","Merkel, Angela",CDU,Greece_Reforms_Pension system,1,Policy
3919,2015-07-17,377,Speech,"die feste Aussage aller Teilnehmer der Euro-Zone, dass es einen Haircut im System des Euro nicht geben kann","Merkel, Angela",CDU,Greece_Debt relief,0,Policy
3920,2015-07-17,377,Speech,"die Einrichtung eines Privatisierungsfonds, der zu großen Teilen auch zur Rückzahlung von Schulden verwendet werden soll","Merkel, Angela",CDU,Greece_Privatisation,1,Policy
3921,2015-07-17,377,Speech,"auch das ist in dieser Form einmalig, aber nach den Erfahrungen der vergangenen sechs Monate unverzichtbar – sehr strenge Überprüfungsvereinbarungen. Denn wir wissen: Zusagen sind das eine, Taten das andere, deshalb sind Überprüfungen und Kontrollen nötig","Merkel, Angela",CDU,Aid_Monitoring,1,Policy
3922,2015-07-17,377,Speech,Es reichen bloße Absichtserklärungen nicht.,"Merkel, Angela",CDU,Greece_Political will,0,Politics
3927,2015-07-17,377,Speech,"Das griechische Parlament hat vorgestern – im Übrigen mit beeindruckender Mehrheit – vier Reformgesetze verabschiedet: zum Mehrwertsteuersystem, zum Rentensystem, zur Statistikbehörde, zur Umsetzung des Fiskalvertrages.","Merkel, Angela",CDU,Greece_Tax increase_VAT,1,Policy
3929,2015-07-17,377,Speech,"Das griechische Parlament hat vorgestern – im Übrigen mit beeindruckender Mehrheit – vier Reformgesetze verabschiedet: zum Mehrwertsteuersystem, zum Rentensystem, zur Statistikbehörde, zur Umsetzung des Fiskalvertrages.","Merkel, Angela",CDU,EU_Fiscal Compact,1,Policy
